,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
12,3890,Polygon,MATIC,polygon,437,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8034803942.62,10000000000.0,,13,,,,2022-08-02T20:28:00.000Z,0.8884305876903833,701146996.6032668,-7.8319,0.5981577,-1.6534336,21.11776452,89.48339403,51.54506828,-23.12753214,7138365588.718895,0.6675,8884305876.9,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:30:17.143249
13,5805,Avalanche,AVAX,avalanche,291,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284389489.1212974,404229626.49901325,,14,,,,2022-08-02T20:28:00.000Z,23.224631290131494,591242820.5391912,14.5367,0.17745669,-0.46527215,17.13992082,40.42961197,1.00178278,-64.98825087,6604841027.630994,0.6177,16721734528.89,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:30:17.143249
14,5994,Shiba Inu,SHIB,shiba-inu,379,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2022-08-02T20:28:00.000Z,1.1876444313119208e-05,396773709.0551644,-37.5487,-0.02418202,-0.61602744,13.330225,17.64612281,9.58108802,-44.72844162,6520919455.953042,0.6099,7003955248.14,,2022-08-02T20:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-02 20:30:17.143249
0,1,Bitcoin,BTC,bitcoin,9659,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19110656.0,19110656.0,,1,,,,2022-08-02T20:28:00.000Z,23037.218770422314,28877507085.612656,10.2793,0.06288846,-0.09424428,10.24809707,17.98917185,-22.1813187,-42.14821458,440256363118.2838,41.1663,483781594178.87,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
1,1027,Ethereum,ETH,ethereum,5888,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121803775.3115,121803775.3115,,2,,,,2022-08-02T20:28:00.000Z,1649.504481892204,20675524197.26101,25.5273,0.47764082,1.28382056,20.25807174,52.422784,-6.09233722,-44.04134287,200915873287.71024,18.7916,200915873287.71,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
2,825,Tether,USDT,tether,37107,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,66307627907.256714,68158976390.68304,,3,,,,2022-08-02T20:28:00.000Z,1.0002038540194789,55264316662.35721,4.705,0.0032253,-0.00049876,0.01429801,0.11508658,0.11738841,0.02225712,66321144983.727715,6.2014,68172870871.98,,2022-08-02T20:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-02 20:32:22.393249
3,3408,USD Coin,USDC,usd-coin,5104,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54458789341.45389,54458789341.45389,,4,,,,2022-08-02T20:28:00.000Z,1.0001014450170125,8604506122.478075,2.8424,-0.00252144,0.00259888,0.01094555,-0.05165382,-0.03932963,-0.00251229,54464313914.265114,5.0927,54464313914.27,,2022-08-02T20:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-02 20:32:22.393249
4,1839,BNB,BNB,bnb,1046,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-02T20:28:00.000Z,286.92400514362055,1631139040.538702,19.0701,-0.03420104,1.88470331,17.73314835,30.63873545,-3.3125599,-28.69877773,46291533130.84481,4.3296,57384801028.72,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
5,52,XRP,XRP,xrp,784,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,6,,,,2022-08-02T20:28:00.000Z,0.3747926352415472,1225817848.5462625,7.3958,0.4069329,-0.81848301,13.30563191,15.33103996,-3.36955597,-41.55634991,18118638293.372425,1.6942,37479263524.15,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
6,4687,Binance USD,BUSD,binance-usd,4320,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17929488889.569256,17929488889.569256,,7,,,,2022-08-02T20:28:00.000Z,1.0000117436213918,6753119542.310015,-2.9159,-0.00259733,-0.06969274,0.14607368,0.02316903,0.05827931,-0.18023604,17929699446.698524,1.677,17929699446.7,,2022-08-02T20:28:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-02 20:32:22.393249
7,2010,Cardano,ADA,cardano,531,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33752565071.288,34512850428.993,,8,,,,2022-08-02T20:28:00.000Z,0.5006257473924249,702462057.9306519,-1.0382,0.01358528,-1.74051204,9.56676746,9.1098305,-10.81386749,-42.41853446,16897403115.22501,1.58,22528158632.66,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
8,5426,Solana,SOL,solana,355,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,346519921.0614677,511616946.142289,,9,,,,2022-08-02T20:28:00.000Z,41.39627227563547,1159706649.40485,1.4464,0.34947379,-0.05517168,17.34218612,23.35219968,8.32246619,-54.83959626,14344633001.192226,1.3417,21179034403.34,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
9,74,Dogecoin,DOGE,dogecoin,523,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-02T20:28:00.000Z,0.06727418084695529,344265532.3137868,-28.8498,-0.03254587,-1.40070917,10.29156292,0.23252049,-16.64065233,-49.91672792,8925316990.614855,0.8348,8925316990.61,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
10,6636,Polkadot,DOT,polkadot-new,375,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1102882188.170172,1218105858.4953518,,11,904869778.0,7218923653.568313,,2022-08-02T20:28:00.000Z,7.97785916723181,634162512.6288991,-12.4167,0.35239626,-3.06574734,20.29214703,14.69767199,-14.59076885,-50.41064806,8798638775.270084,0.8227,9717876989.86,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
11,4943,Dai,DAI,multi-collateral-dai,1063,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7391612901.86187,7391612901.86187,,12,,,,2022-08-02T20:28:00.000Z,0.9999142980344236,928793783.1285425,10.2492,-0.00541059,0.01663138,0.03334103,-0.13385101,-0.0479284,-0.01213225,7390979426.1074,0.6911,7390979426.11,,2022-08-02T20:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-02 20:32:22.393249
12,3890,Polygon,MATIC,polygon,437,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8034803942.62,10000000000.0,,13,,,,2022-08-02T20:28:00.000Z,0.8884305876903833,701146996.6032668,-7.8319,0.5981577,-1.6534336,21.11776452,89.48339403,51.54506828,-23.12753214,7138365588.718895,0.6675,8884305876.9,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
13,5805,Avalanche,AVAX,avalanche,291,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284389489.1212974,404229626.49901325,,14,,,,2022-08-02T20:28:00.000Z,23.224631290131494,591242820.5391912,14.5367,0.17745669,-0.46527215,17.13992082,40.42961197,1.00178278,-64.98825087,6604841027.630994,0.6177,16721734528.89,,2022-08-02T20:28:00.000Z,,,,,,2022-08-02 20:32:22.393249
14,5994,Shiba Inu,SHIB,shiba-inu,379,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2022-08-02T20:28:00.000Z,1.1876444313119208e-05,396773709.0551644,-37.5487,-0.02418202,-0.61602744,13.330225,17.64612281,9.58108802,-44.72844162,6520919455.953042,0.6099,7003955248.14,,2022-08-02T20:28:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-02 20:32:22.393249
0,1,Bitcoin,BTC,bitcoin,9659,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19110656.0,19110656.0,,1,,,,2022-08-02T20:30:00.000Z,23042.001909874994,28884454843.121887,10.281,0.00235105,-0.04913467,10.22607934,18.01796154,-22.19457082,-42.14325944,440347772050.96405,41.1749,483882040107.37,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
1,1027,Ethereum,ETH,ethereum,5888,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121803775.3115,121803775.3115,,2,,,,2022-08-02T20:30:00.000Z,1650.688091231414,20687389602.333286,25.5618,0.35013093,1.40498921,20.28944948,52.53141737,-6.06515562,-44.01772111,201060041373.71997,18.7822,201060041373.72,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
2,825,Tether,USDT,tether,37108,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,66307627907.256714,68158976390.68304,,3,,,,2022-08-02T20:30:00.000Z,1.000191334694606,55269647928.57113,4.7162,0.00174112,-0.00177644,0.01323909,0.11269618,0.11420825,0.02091003,66320314856.9924,6.2013,68172017567.62,,2022-08-02T20:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-02 20:33:01.569200
3,3408,USD Coin,USDC,usd-coin,5104,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54458789341.45389,54458789341.45389,,4,,,,2022-08-02T20:30:00.000Z,1.000105526049907,8606716744.511122,2.7785,-0.00887721,0.00875474,0.00821176,-0.04757353,-0.04097904,0.00061596,54464536162.37581,5.0927,54464536162.38,,2022-08-02T20:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-02 20:33:01.569200
4,1839,BNB,BNB,bnb,1046,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-02T20:30:00.000Z,286.9477417797902,1631408233.2471714,19.0799,-0.1353923,1.97231897,17.680333,30.65135016,-3.33299651,-28.7015757,46295362734.711914,4.3247,57389548355.96,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
5,52,XRP,XRP,xrp,784,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'binance-chain', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,48343101197.0,99989535142.0,,6,,,,2022-08-02T20:30:00.000Z,0.37481018536449096,1226216737.5487688,7.4587,0.37884477,-0.81017574,13.28016213,15.32576357,-3.39690004,-41.56117513,18119486720.741913,1.6943,37481018536.45,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
6,4687,Binance USD,BUSD,binance-usd,4320,2019-09-20T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-chain', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,17929488889.569256,17929488889.569256,,7,,,,2022-08-02T20:30:00.000Z,1.0000459654764327,6754276362.824346,-2.8706,-0.00462737,-0.0599216,0.14012562,0.02745955,0.05649447,-0.17387135,17930313027.06826,1.675,17930313027.07,,2022-08-02T20:30:00.000Z,1839.0,BNB,BNB,bnb,BUSD-BD1,2022-08-02 20:33:01.569200
7,2010,Cardano,ADA,cardano,531,2017-10-01T00:00:00.000Z,"['mineable', 'dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'bnb-chain']",45000000000.0,33752565071.288,34512850428.993,,8,,,,2022-08-02T20:30:00.000Z,0.500715984492826,702823573.7226131,-0.9619,-0.05242938,-1.70102171,9.53638604,9.14335777,-10.84835462,-42.4495423,16900448848.82814,1.5803,22532219302.18,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
8,5426,Solana,SOL,solana,355,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio']",,346519921.0614677,511616946.142289,,9,,,,2022-08-02T20:30:00.000Z,41.403577692564,1160321032.8844573,1.5076,0.36570816,0.02957727,17.2777965,23.36392044,8.28695557,-54.83572185,14347164473.689623,1.3403,21182771978.43,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
9,74,Dogecoin,DOGE,dogecoin,523,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,132670764299.89409,132670764299.89409,,10,,,,2022-08-02T20:30:00.000Z,0.06727812322942807,344411335.75399673,-28.8004,-0.05964074,-1.38753749,10.28296868,0.25184938,-16.67015793,-50.01607663,8925840029.510681,0.8338,8925840029.51,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
10,6636,Polkadot,DOT,polkadot-new,375,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain']",,1102882188.170172,1218105858.4953518,,11,904869778.0,7221324893.298522,,2022-08-02T20:30:00.000Z,7.98051285264444,634183971.4895221,-12.4111,0.30746526,-3.02766,20.28408449,14.71984243,-14.60281383,-50.39790179,8801565477.644682,0.823,9721109459.6,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
11,4943,Dai,DAI,multi-collateral-dai,1063,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'ethereum-ecosystem', 'avalanche-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'harmony-ecosystem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,7391612901.86187,7391612901.86187,,12,,,,2022-08-02T20:30:00.000Z,0.9999457266035575,928839972.1479051,10.2407,-0.00502486,0.01895703,0.03494736,-0.12735459,-0.03741106,-0.00892421,7391211733.924498,0.6911,7391211733.92,,2022-08-02T20:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2022-08-02 20:33:01.569200
12,3890,Polygon,MATIC,polygon,438,2019-04-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",10000000000.0,8034803942.62,10000000000.0,,13,,,,2022-08-02T20:30:00.000Z,0.8887351707888784,701790447.729606,-7.6589,0.55779311,-1.55697753,21.10175523,89.50358397,51.50696059,-23.11449624,7140812854.199539,0.6677,8887351707.89,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
13,5805,Avalanche,AVAX,avalanche,291,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain']",720000000.0,284389489.1212974,404229626.49901325,,14,,,,2022-08-02T20:30:00.000Z,23.22036788935589,591441879.3592697,14.5826,0.06628368,-0.43437271,17.06967175,40.42131721,0.9009944,-64.9917735,6603628561.262501,0.6166,16718664880.34,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:01.569200
14,5994,Shiba Inu,SHIB,shiba-inu,379,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,549063278876301.94,589735030408322.8,,15,,,,2022-08-02T20:30:00.000Z,1.1881859625417564e-05,396924939.2165667,-37.5187,-0.05924634,-0.54587634,13.35101932,17.70293383,9.60385665,-44.72889895,6523892805.079717,0.6094,7007148847.5,,2022-08-02T20:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2022-08-02 20:33:01.569200
0,1,Bitcoin,BTC,bitcoin,9659,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio']",21000000.0,19110656.0,19110656.0,,1,,,,2022-08-02T20:30:00.000Z,23042.001909874994,28884454843.121887,10.281,0.00235105,-0.04913467,10.22607934,18.01796154,-22.19457082,-42.14325944,440347772050.96405,41.1749,483882040107.37,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:03.974057
1,1027,Ethereum,ETH,ethereum,5888,2015-08-07T00:00:00.000Z,"['mineable', 'pow', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'bnb-chain']",,121803775.3115,121803775.3115,,2,,,,2022-08-02T20:30:00.000Z,1650.688091231414,20687389602.333286,25.5618,0.35013093,1.40498921,20.28944948,52.53141737,-6.06515562,-44.01772111,201060041373.71997,18.7822,201060041373.72,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:03.974057
2,825,Tether,USDT,tether,37108,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin']",,66307627907.256714,68158976390.68304,,3,,,,2022-08-02T20:30:00.000Z,1.000191334694606,55269647928.57113,4.7162,0.00174112,-0.00177644,0.01323909,0.11269618,0.11420825,0.02091003,66320314856.9924,6.2013,68172017567.62,,2022-08-02T20:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2022-08-02 20:33:03.974057
3,3408,USD Coin,USDC,usd-coin,5104,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin']",,54458789341.45389,54458789341.45389,,4,,,,2022-08-02T20:30:00.000Z,1.000105526049907,8606716744.511122,2.7785,-0.00887721,0.00875474,0.00821176,-0.04757353,-0.04097904,0.00061596,54464536162.37581,5.0927,54464536162.38,,2022-08-02T20:30:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2022-08-02 20:33:03.974057
4,1839,BNB,BNB,bnb,1046,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'moonriver-ecosystem', 'bnb-chain']",200000000.0,161337261.09,161337261.09,,5,,,,2022-08-02T20:30:00.000Z,286.9477417797902,1631408233.2471714,19.0799,-0.1353923,1.97231897,17.680333,30.65135016,-3.33299651,-28.7015757,46295362734.711914,4.3247,57389548355.96,,2022-08-02T20:30:00.000Z,,,,,,2022-08-02 20:33:03.974057
